,title
1998,"Job cluster with credential passthrough fails with error ""Could not find ADLS Gen2 Token"""
1999,ADB Job Getting Stuck
2000,alter database  set location
2001,[ARR] Databricks Jobs page is not loading
2002,"Need immediate assistance - Prod issue -  we have installed a third party jar in databricks cluster for encrypting/decrypting the data, when we try connect to that cluster from power BI and we are getting a udf function issue."
2003,Cluster launch failure in DEV environment
2004,gar for 2204270030001343 
2005,[Follow-up 00141646] ARR | Intermitten error: Table or view not found
2006,Cannot install with pip
2007, Reading an  external configuration file (application.conf) from Azure databricks
2008,migrating workspace to different VPC and subnets 
2009,Job taking a lot of time to execute a notebook
2010,Downtown for changing cluster node type
2011,ARR | 2203210050001428 | Scroll bars are not working in Firefox
2012,Urgent Customer Queries regarding  SIMBA JDBC Delta Lake
2013,Production Job Failure
2014,[S500] Databricks library installations are failing
2015,": java.lang.SecurityException: To access secrets using Databricks Connect, please contact support to enable this feature on your workspace."
2016,AttributeError: module 'lib' has no attribute 'X509_V_FLAG_CB_ISSUER_CHECK'
2017,CSS-ARR-2204260050002175- Backward compatibility support for time parser policy and more
2018,Enable secrets in DB-connect
2019,[ARR][AIA][Storage Artifact Download Failure]
2020,user cannot login after switching to SSO enabled login
2021,Cluster on AWS keep on shutting down
2022,broadcast the table that is larger than 8GB: 12 GB
2023,[ARR][AIA][Storage Image Download Falure]
2024,Followup of SF ticket 00141611
2025,[ARR][AIA][Storage Image Download Falure]
2026,CSS-ARR-SR#2204250050001410-Maximum execution context or notebook attachment limit reached
2027,[ARR] SR-2204260030001581 Need to restores am01-fra-dbw02 in resource group ch-corp-devtest-am01-fra-rg01
2028,Recover previous version of databrick as notebooks have been overwritten
2029,Failed to open  Delta Live Tables Pipeline page.
2030,"need Databricks clarification of the Spark conguration of ""spark.hadoop.fs.abfss.impl.disable.cache"" and the suggestions of any other configurations to optimize the performance of accessing the "
2031,Default R-package repo to be in sync with DBR runtime's Microsoft CRAN
2032,ADB Job Getting Stuck
2033,2204180040002686
2034,about query speed
2035,AttributeError: module 'lib' has no attribute 'X509_V_FLAG_CB_ISSUER_CHECK'
2036,Failure to write to cosmos db
2037,ARR | 2204250060001035 | Error with union command saying object of type 'NoneType' has no len() only in DBR  9.1 LTS
2038,Follow up of 00141209.
2039,Follow-up of  SF - 00142662
2040, 2204260040007251 Azure Grid
2041,2204270050000081 
2042,Job execution issue
2043,[Feature request] want to use parameters and dynamic query with SQL in an IDE (Pycharm)
2044,[ARR][WALMART][CLOUD_LAUNCH_FAILURE]
2045,Job failing with an error 
2046,Attribute Error: module 'lib' has no attribute 'X509_V_FLAG_CB_ISSUER_CHECK''
2047,[ARR] [Sev C] SR-2204170030000336 Job was failed because of killed stage
2048,SSO issue with new databrick E2 implementation
2049,2204260040006778
2050,2204260040006778
2051,2204270040000271 
2052,Follow up case 00137808
2053,Library installation failed when jar was present in storage account
2054,"Databricks job failed, malfunctioning instances"
2055,Databricks throw error intermittently when connecting to key vault
2056,Spark driver errors
2057,"Interactive cluster hanging on ""running command"" (take 2)"
2058,Issue with py3OpenSSL on databricks
2059,Jobs in Production and QA Databrciks are failing due to timeout error.
2060,"databricks job failed, DRIVER_UNRESPONSIVE"
2061,Getting Auth Error on Azure Data Bricks while running ML Models
2062,8817 - ARR - CAP - Databricks job getting hung
2063,Jobs in Production and QA Databrciks are failing due to timeout error.
2064,Disable the public IP address on the cluster for our AWS workspaces
2065,6649989745882060 - c450f3d1-583c-495f-b5d3-0b38b99e70c0 - 2204260010002364
2066,Missing cluster policy
2067,bodends2 - PD Job failure--2204260040006441
2068,Configure Self-Managed VPC
2069,Cluster Unable to decrypt a column
2070,Z-order data skipping not working under certain conditions
2071,spakr connection aws documentdb
2072,Invalid or unexpected token
2073,Can not Produce/Consume message from spark to Confluent Kafka
2074,8817 - ARR - CapGroup - Databricks job getting hung
2075,AWS account 089805728736 cannot find endpoint
2076,Subprocessors
2077,Unable to email SQL dashboard snapshot to alert destination
2078,Collabratrive Engagement with Databricks Direct: Assistance with DLT PipeLine from our Databricks Workspace.
2079,Access S3 using Spark
2080,Error requesting queries API endpoint
2081,Cluster never came up
2082,ARR - 2204220010001158 -BlobServiceClient ImportError: cannot import name 'ParamSpec' from 'typing_extensions' 
2083,"Get stuck at ""running command"" or ""cancelling command"" with DB Web interface"
2084,PipeLine Run Fails
2085,sql endpoint issues
2086,Issue canceling a job stuck in pending state
2087,Error when using databricks-connect 10.4.0b0 with DBR 10.4-LTS
2088,"Jobs API 2.1 ""/reset"" endpoint doesn't pick up ""runtime_engine"" PHOTON specification"
2089,ARR - 2204220010001255 - AmericanAirlines - Job cancellation failing instead cancelling
2090,Delta schema merge issue
2091,Dropped a delta table without DELETE or VACUUM and now it's broken
2092,Access denied to a bucket in databricks
2093,2204260040004597
2094,Mount Azure Storage Account Container in Databricks Workspace in different region
2095,upsert bug - `_change_type` column name 
2096,Service Fault on Submitted Jobs
2097,ACL permissions
2098,'Metastore is Down' issues with external metastore
2099,IP Whitelist is blocking all logins
2100,Databricks production job failure
2101,one node in a bad status
2102,Init script
2103,Databricks OOM issue when trying to save data
2104,Cluster terminated.Reason:Container launch failure
2105,Dataframe column datatype is differenct for 2.4 & 3.0
2106,Cluster temporarily unavailable
2107,Databricks Mount point using terraform failed
2108,Account owner transfer
2109,Optimize on delta table failed with unclear exception
2110,Cluster not getting started
2111,[ARR] [Sev B] SR-2204240060000475 time difference for 30 min happens while reading parquet file
2112,Not able to Install dplyr in the shard
2113,2204220060002233 | ARR | Git Enterprise Repo which is on-prem to intergrate with Azure Databricks 
2114,[ARR] [Sev B] SR-2204240060000475 How to read parquet from SQL Analytics
2115,Databricks Cluster - Commands are getting cancelled
2116,Cluster terminated - Bootstrap Timeout
2117, Databricks jobs are failing to trigger the automation account Runbooks.
2118,ARR | 2204210050004881 | Load SQL server data into Databricks
2119,Databricks merge delta table failing
2120,[ARR] [Sev B] SR-2204220060000915 continue to 00138803 - Mount_Azure_File sync for 
2121,2204210010005790
2122,Need onfirmation from SQL endpoint side
2123,Runtime exception (Read timed out) while connecting to COSMOS
2124,Notebook command shows 'Running command' but nothing seems to be happening
2125,the cx wants to know when the build-in function localtimestamp() will be available 
2126,Observing a lot of delay and intermittent failures when trying to start a Spark Cluster in Databricks
2127,Unable to start the cluster 
2128,2204260060000060 
2129,7441 - ARR - UHG - Fairlearn dashboard spins with CORS error where databricksusercontent.com content is attempting to retrieve from the azuredatabricks.net
2130,00142694 follow up
2131,DBR 10.4 query failure
2132,ARR- ATT: 2204250040008149 -  Databricks MLFlow registry cannot communicate with Storage Account
2133,Scheduled Job Unable to Run
2134,Error with data ingestion jobs
2135,Run result unavailable: job failed with error message Failed to acquire MySQL lock job-1.
2136,GPU sharing between spark executors 
2137,Databricks Job running more than expected time in production
2138,Job failing with error: com.databricks.NotebookExecutionException: FAILED: Failed to acquire MySQL lock job-1.
2139,Executor nodes not restarting
2140,"runs failing with ""Failed to acquire MySQL lock job-1"""
2141,Could not locate executable null\bin\winutils.exe
2142,Error When Creating Cluster
2143,ARR| NFCU || Cluster AAD connectivity down
2144,2204250010000575 | SPN
2145,Cluster LG-DB-24x7 Locked
2146,The jobs fail when attempting to distribute this workflow into Worker Nodes
2147,2204250010000575 | SPN secret
2148,Inconsistent Records from Different Queries
2149,kafka topics are not able to read with spark
2150,"we have requirement for a globally unique, monotonically increasing sequence number generator safe from multiprocessing"
2151,Autoscaling of job clusters failed
2152,Issues accessing tables
2153,select current_user does not via databricks-connect but works in notebook
2154, Failure starting repl on ADF pipeline job.
2155,Spark Streaming Job stops loading the data intermittently
2156,Error while running job
2157,"How to allow users with ""Can Restart"" permissions on a cluster to change Runtime Version and install libraries"
2158,"Structured Streaming stuck as ""Stream Initializing"""
2159,"jobs fail, but no error is reported"
2160,deep clone sql command needs to be incremental
2161,follow up case 00141072 | call is needed with the customer | please advise on availability 
2162,Cannot register AWS KMS customer-managed encryption key
2163,ARR  = 2202250030001786/ NielsenIQ Coke Mastertrack - Cluster failure
2164,ARR Customer: Unilever - Unable to Access ADB Environment
2165,Migrate to E2
2166,Job cluster takes more time than interactive cluster
2167,New workspace not visible when submitting case
2168,Job fails with message to contact Databricks  Support
2169,Pool nodes report
2170,Random failures when trying to access mount path
2171,Enabling PrivateLink for E2 account
2172,Accessing AWS CodeArtifact
2173,Exception equests.exceptions.HTTPError: 429 Client Error: Too Many Requests for url: https://centralus.azuredatabricks.net/api/2.0/jobs/list
2174,Error while referring libraries on databricks APC
2175,2204220060001023 |  Unilever | ARR
2176, Exception equests.exceptions.HTTPError: 429 Client Error: Too Many Requests for url: https://centralus.azuredatabricks.net/api/2.0/jobs/list
2177,"Model loading fails with the error ""AttributeError: Can't get attribute 'ModelQuantilesInterval' on <module '__main__' from '/opt/conda/envs/vxgioq-cfu-counting-ml-env/bin/pytest'> | ARR SR# 2204250050000999"
2178,how to use Generic ID for job creation and execution
2179,DLT feature
2180,Job Cluster Notebooks are not visible to users.
2181,Not able to mount storage account
2182,Sentence transformers are not working with DB notebooks
2183, databricks UI not loading
2184,how to define class_weight param on AutoML
2185,Cluster not starting
2186,whitelist vNEt in storage account.
2187,Bug in updating a scheduled dashboard in Databricks SQL
2188,Listing Queries are taking time 
2189,Intermittent Connectivity issues between Qliksense & Data Bricks
