text,x,y
Azure_185313d2-52ed-4afe-9699-a52268c0db4c’ cluster are running longer than expected--2204290030001366 ,8.402408,4.244903
Spark Job: ERROR TransportResponseHandler ,10.119353,-0.5078929
ARR: multiple notebook run happening at the same time with different parameters:SR2204210060006686,10.444481,-1.9186459
ARR: multiple notebook run happening at the same time with different parameters:SR2204210060006686,10.466062,-1.9518435
Trigger.AvailableNow causing significant job delay compared to Trigger.Once,10.954837,-0.0067745983
2204270040000071,-0.87487507,2.7947679
Unable to Debug Failing Model Inference on Large Dataset,9.615577,0.95518875
7166646288419298 - 051ce839-3786-4339-b3fd-df3efda185de - 2204270040005587,3.0878031,3.9066067
Flyway support,10.119047,2.129466
Unable to connect to Azure SQL DB- Saved,8.18033,4.0738797
ODBC Configuration,8.1172695,-0.57550454
How does Spark calculate number of tasks/partitions for a query,10.0706005,-0.06805772
Mounting issue,8.856283,3.2981765
ARR- ATT - Job cluster running streaming job fails - 2204290040004745 ,11.621132,-0.11901916
ARR - 2204290040005232 - Servicio De Administración Tributaria - Spark job hung for over 6 hours,11.656156,-1.0362086
Several of DI’s jobs threw errors related to S3 path issues,9.384404,2.1387827
4687776344032114 - db82b489-2461-4983-9f5a-61a13d431905 - 2204290040005232,2.9167466,3.8855572
2204270030000780 | Streaming job slowness,11.615236,-0.2476883
Databricks Job failed due to MySQL Lock,10.62824,-0.29701725
Missing April bill,9.939533,1.5932624
Production process job that doesn't finish,12.294791,-1.9069353
DLT UI Reverted to Beta Interface,10.807758,0.80872625
Workspace access cluster bit filter error,13.603351,-0.0060577453
Data access from Databricks SQL endpoint works incorrecly,7.4923854,0.008926124
Not able to run Marquez java library on the cluster,12.793494,1.2573082
Jobs Failing,12.907471,-2.1192894
Unable to launch Multi node Cluster,14.843842,0.69274896
Problem with a unresponsive Delta Live Tables UI when using 6 notebooks in a DLT-pipeline.,7.2199416,1.3126967
Install Libraries from a private gitlab maven repository,9.441057,-0.52849627
using petastorm with databricks connect,10.778883,3.020122
Our self-hosted Databricks suddenly goes down,11.787755,3.6611307
Delta live tables not showing up under Jobs tab in Databricks--2204260040007692 ,6.965067,1.1520922
2576137007542488 - 10280a44-7716-4c2a-8238-1b1796d4fde3 - 2204290040002695,3.1135032,3.8545406
A/B Testing on Databricks,11.415011,3.2178867
Extreme slowness in the ETL jobs.,12.163588,-0.95110965
unable to create Db and tables,6.740033,0.8002338
Permission Error on Sqla Cluster,13.378203,1.6070199
 unable to create Db and tables,6.7189465,0.8013699
Delta live table interface broken after databrick's code applied to ec2 workspace ,7.093485,1.2197905
Cluster spin-up Issue,14.172986,1.4448676
Databricks managed table on mounted container not deleting files on DROP command,10.1175,3.6411521
is_member function in python,9.7541895,1.5950154
Databricks SQL dashboard,7.028851,0.08019849
 Problem with a unresponsive Delta Live Tables UI when using 6 notebooks in a DLT-pipeline.,7.3033566,1.3353359
By default stats are generated for the delta table while running optimize,7.0175214,1.1360539
Cluster Starting Issue,14.756196,1.22481
Databricks cluster creation failure on all subscription,13.361642,2.439974
Ganglia Historical metrics snapshots issue,11.6630745,1.120364
Databricks cluster creation failure on all subscription,13.3597,2.4424653
Customer's job is facing Could not find ADLS Gen2 Token issue,7.854615,3.243007
Ganglia Historical metrics snapshots issue,11.624571,1.1150439
Secrets stored in secret scope are visible using a for loop to print each character of the secret,10.030759,2.7960315
2204290030000035 Intermittent ModuleNotFoundError in databricks scheduled job,11.910846,2.5259936
Need access to create private workspace,11.121651,5.1504116
"many jobs fail with ""AzureCredentialNotFoundException: Could not find ADLS Gen2 Token""""",11.158585,-0.3629329
Query about Databricks Audit Logs,11.547767,3.3757222
Unclear user deletion workflow,10.698811,4.147893
Gennie Access,7.227566,5.6970663
Jobs failing and cluster is being terminated,13.478466,-0.6502246
2204280040006201,-0.832794,2.8081396
Follow up ticket for 00143692 | MSFT case 2204270030000780 ,18.573637,-4.821614
Databricks Notebook taking longer time moveing the data from ADLS to ADLS ,11.402017,1.1459615
Need to Trigger one ADB workspace from another ADB workspace,11.068183,4.744954
ARR | Serv A | Adobe |Job failed due to OOM | SR: 2204290030000582,11.280967,-0.8050795
Not able to open SQL UI on any other workspace,10.999196,5.1486692
Error loading to Synapse,7.9094296,2.0815525
Public network access to Azure SQL Server required by Databricks ???,8.180042,3.9751322
2204290060000134 ,-1.2360477,2.6458025
ARDA SANDBOX Cluster is not getting started,14.522444,1.124275
CSS-ARR-2204190030001595_Cluster unable to accquire additional worker nodes in upscaling,12.356258,0.35071665
[ARR][Citrix][Guidance on PBI & SQL Analytics Endpoint Connection],7.687664,0.34556845
Follow Up ticket 00141210 and we'd like to confirm the flow of creating secret scope,10.015982,2.40837
[ARR]TrackingID#2204280040006568]Unable to Start a newly created Cluster,12.978421,1.0818669
Timeout error on redshift Data copy from Databricks,11.166429,2.3055596
[ARR]TrackingID#2204280040006568]Unable to Start a newly created Cluster,12.953655,1.1188309
2204290030000035,-1.3999945,2.6748414
"Job getting aborted due to Remote RPC client disassociated. Likely due to containers exceeding thresholds, or network issues. Check driver logs for WARN messages",11.254511,0.63284963
"Getting error ""OperationalError: (psycopg2.OperationalError) SSL SYSCALL error: EOF detected """,9.241757,2.0067651
occasionally get error 'at least one column must be specified for the table',7.646455,0.85686487
7896 - g - ARR - AlaskaAir - Failed job,11.677676,-1.0974592
Informatica job is failing in Databricks,12.706875,3.1471906
ARR - Codelco - 2204280040004711 - High data ingestion from Eventhubs with no change in messages,10.077942,1.4751331
2204110040000576 | Private endpoint,-0.2897227,2.4597528
2204110040000576 | private endpoint,-0.28947556,2.462615
Delta lake Merges & Spark Order By function Issue in Production ,6.7485266,1.6163379
7763010224164137 - b8080fe8-25bc-47b2-85e7-fd02dd3aee1e - 2204280040004711,3.1846557,3.863621
Prod issues due to insertError - Network issues,9.615558,1.7932435
ETL failures,11.645985,-0.71025395
ARR - follow-up to 00142942,7.112256,2.6645758
IMDSv2 Support,7.639292,2.6105568
Accessing AWS Location Services from Databricks using boto3,9.640984,3.5818932
setup SSO for our account console,9.528016,5.4779325
RepAI | Global temps failing in new shard,10.180072,1.5384766
Cannot run Job,12.693851,-1.8233044
Checkpoint files not being deleted using Foreachbatch,8.675176,1.2861307
ARR | Exception: A master URL must be set in your configuration | 2204280030001723 ,9.018186,1.7017418
ARR | AT&T | Delta tables showing latest partition alone,7.338363,1.3235035
Test case by Pablo,5.333123,4.2617674
3337075389283370 - 6b64b59f-432d-401e-b552-d855f1e1d2e0 - 2204060040002674,3.35614,6.7923827
Unable to delete users from https://accounts.cloud.databricks.com/users,10.007151,4.641541
Inquiry on cluster downtime for changing node type,14.1522045,0.53679264
Error in AWS S3  ,9.097631,3.3586502
2204280040004704 | Delta partition,6.927702,1.667375
AbstractMethodError while calling an UDAF  inherited from Collect in pyspark platform,9.606037,1.0316519
Photon Enabled Instances does not support IST timezone,10.257961,0.9348751
ARR 2203030050000273 -  Customer wants to understand failures and retries on Spark tasks,10.136168,-0.38097706
Written pandas data can not be read outside Databricks,10.232993,0.91394883
MDH production process is getting failed ,12.077489,-1.8555851
"Cell stuck in ""Running Command ...""",10.672456,-1.4882683
Issue in connecting to AWS Postgres Server proxy using SSL,8.039046,2.0481153
Audit log E1 account,11.415175,3.903034
Facing Jackson Databind version Issue submitting Spark job in us-west-2 workspace,10.527054,-0.36560494
Not able to access the ADLS (cagsensedevdatahgrbhxfi ) Container 'cagsense'through Databricks,9.57775,1.7047808
Cluster startup takes more than 10mins,14.151508,0.84447867
Clinical Operations -EU region S3 paths Access,10.131126,2.0871158
Random failures when trying to access mount path | ARR SR# 2203040030000703,8.844778,3.0743506
Add IP to allow list on shard003.cloud.databricks.com,9.310559,4.3690257
"Driver is up but is not responsive, likely due to GC.",12.01697,0.5788645
2204280050000779 Unable to read Delta after upgrading to DBR 10.4 LTS,7.0782714,1.3919005
display(dataframe) never finishes ,9.328181,0.5126857
Notebook command shows 'Running command' but nothing seems to be happening,10.740845,-1.5129714
Aws AMI image upgrade,9.159549,3.4567218
"2204260050001740 Cx is getting multiple errors: ""ParquetLocalityManager received split keys that do not exist""",8.910621,1.5308223
Help in setting up customer-managed VPC,9.613075,3.318988
questions about the spark submit and jar submit,10.087007,-0.3651014
"Not implemented type for Arrow list to pandas: map<string, string> on DBR 9.1 LTS",10.046616,0.9533216
2204270030000882 Databricks Blob Storage Cannot be reached lead to failure to clusters,12.596438,1.6460946
no access to unity catalog UI,11.61806,6.2209272
Job Failures,12.958222,-2.1938965
ARR| HP Inc.| databricks-registry-webhooks |SR:2204270030001287 ,10.330708,2.6415293
problem with usage of spark excel library in databricks,9.446672,0.40011892
Databricks API Gateway Timeout,11.804197,2.8861368
2204270030000561 |  Informatica | ARR,6.8581576,2.9038877
ARR | 2204260030002207 |  Run result unavailable: job failed with error message Unexpected failure while waiting for the cluster (0426-153040-3azvvay4) to be ready.Cause Cluster 0426-153040-3azvvay4 is unusable since the driver is unhealthy,12.287725,0.575053
AWS S3 Autoloader exception after a few run,9.042858,3.288899
2204270030001493 ,-1.4114187,2.6465476
ARR | SA Power Networks | Need to understand is there any potential security risk if we enable GCM in extra.security file | SR: 2204270030000738 ,9.249485,2.5905397
CSS-ARR-S500-SR#2204280030000558-Unable to read the data from offset for eventhub using spark jobs,9.9476385,0.47930816
2204270030000561,-1.3444829,2.7568212
Follow up case: 00143248,6.117822,3.3602462
6540 - g - ARR - American Airlines - Cluster not starting,12.464436,0.21182838
Consistent error on job ,12.660476,-1.9518945
Databricks job failure - NPIP tunnel setup failure during launch,11.721712,2.6967905
ARR | SevA | 2204280040000761 | Job run for more than 9 hrs unexpectedly ,11.935576,-0.8263887
autoscale,13.807844,0.7440652
[ARR] [Sev C] SR-2204140030001199-Compute usage details gathering,7.811299,2.6127353
Cluster terminated.Reason:Container launch failure,14.72336,0.4370124
Issue with S3 bucket connectivity from workspace,11.003681,4.8100715
[ARR] [Sev B] SR-2204250050001910 ,7.440502,2.7068894
[ARR] SR-2204270050000908 DataBricks cluster performance issue,12.542393,1.8269866
Databricks SQL will not load at all in Safari,7.6138344,0.2865914
Request to increase total number of workspace count,11.417636,4.878905
0153 - g - ARR - Starbucks - Broadcast(hint) inner join performance issues,11.350029,0.76528287
We found error 'Failed to launch spark container on instance,10.134834,-0.40947995
 Python packag issue module 'lib' has no attribute 'X509_V_FLAG_CB_ISSUER_CHECK',9.1022835,0.18954723
2567 - ARR - ExxonMobile - Unable to access external storage from DeltaLive pipeline,9.091629,2.5592115
"7667 - ARR - jnj - Cluster taking very long time to start, and fails after 40 - 60 minutes",13.099779,0.8822553
funtionality issue on SQL endpoint and ML cluster,7.8467913,0.028056398
Databricks group terraform errors,11.540574,3.7512298
7677 - g - ARR - jnj - cluster not starting in time,13.038706,0.8673206
Use of Unity Catalog External Locations,11.619769,6.236793
2567 - g - ARR - ExxonMobile - Unable to output Delta Live Table to Azure Storage Account,8.621052,3.7753737
New feature with Table Creation,7.703207,1.0477787
Photon plan invariant violated,10.463549,0.60651207
MLflow execution runs slower and slower over time,11.189155,1.6099313
Performance issues when querying RDS tables,8.185993,0.14843716
Job error out after few hours of executio,12.106143,-1.426315
Library Not Sticking to Cluster,13.461068,0.31178257
Facing issue while creating job in Databricks E2 shards,12.687534,2.9998224
ARR Customer: St Joseph - There is an issue with Databricks. we are not able to run any queries in Databricks workspace.,10.941944,2.9898667
Not able to create the new workspaces - GCP,11.055413,5.037514
E2 Migration,8.874208,3.5499678
ARR Customer: St Joseph - There is an issue with Databricks. we are not able to run any queries in Databricks workspace,11.0212,3.1722393
Cluster autoscaling issue,13.915357,0.96860576
Follow-up ticket on previous 00140987,18.571308,-4.8194757
SQL Endpoint: Failed to Load Tables Error,7.280546,-0.5444203
AttributeError: module 'lib' has no attribute 'x509_V_flag_cd_issuer_check,9.086657,0.21828578
WebUI for notebook has issue with repo files with foreach and foreachBatch,9.64384,1.3530446
Environment Variables Provided by Databricks Secrets showing different results,11.06321,2.7552354
